"DOTA_Tooltip_modifier_star_indicator" 		"星级"
"DOTA_Tooltip_ability_spectre_1_Description"					"幽鬼释放出%count%条锁链锁定敌人，并将其缓慢拖向自身。锁定结束时造成伤害并转换一部分为自身生命上限。"
"DOTA_Tooltip_ability_spectre_1_physical2physical"				"%伤害：物理攻击*"
"DOTA_Tooltip_ability_spectre_1_health_pct"						"%生命上限：物理攻击*"
"DOTA_Tooltip_ability_spectre_1_abilityduration"				"持续时间："
"DOTA_Tooltip_modifier_spectre_1"								"锁链"
"DOTA_Tooltip_modifier_spectre_1_Description"					"提升自身%dMODIFIER_PROPERTY_TOOLTIP%点最大生命值"
"DOTA_Tooltip_ability_spectre_2"								"影祭"
"DOTA_Tooltip_ability_spectre_2_Description"					"锁定敌人后召唤幽魂收割目标生命，收割的生命能量会回复自身生命并增加物理攻击力。回合结束后清零"
"DOTA_Tooltip_ability_spectre_2_abilityduration"				"锁定时间："
"DOTA_Tooltip_ability_spectre_2_physical2physical"				"%伤害：物理攻击*"
"DOTA_Tooltip_ability_spectre_2_regen_pct"						"%生命回复：伤害*"
"DOTA_Tooltip_ability_spectre_2_attack_pct"						"攻击力提升："
"DOTA_Tooltip_modifier_spectre_2"								"影祭"
"DOTA_Tooltip_modifier_spectre_2_Description"					"攻击力提升%dMODIFIER_PROPERTY_TOOLTIP%"
"DOTA_Tooltip_ability_spectre_3"								"荒芜折射"
"DOTA_Tooltip_ability_spectre_3_Description"					"幽鬼在减少受到的伤害并对周围的敌人折射生命上限一定百分比的伤害。距离越远，效果越小。"
"DOTA_Tooltip_ability_spectre_3_damage_reduce"					"%伤害减免："
"DOTA_Tooltip_ability_spectre_3_health_damage_pct"				"%折射伤害：生命上限*"
"DOTA_Tooltip_ability_spectre_3_min_radius"						"满额伤害范围："
"DOTA_Tooltip_ability_spectre_3_max_radius"						"最远伤害范围："

// 泥沼投石傀儡
"DOTA_Tooltip_modifier_golemB_1"								"石头爸爸"
"DOTA_Tooltip_modifier_golemB_1_Description"					"受到一定伤害会下崽崽"
"DOTA_Tooltip_ability_golemB_1"									"分裂"
"DOTA_Tooltip_ability_golemB_1_Description"						"每受到%threshold%%%最大生命值伤害时，产生一个迷你傀儡。迷你傀儡继承全额伤害。"
"DOTA_Tooltip_ability_golemB_1_health_pct"						"%迷你傀儡生命值："
"DOTA_Tooltip_modifier_golemB_1_buff" 							"石头崽崽"
"DOTA_Tooltip_modifier_golemB_1_buff_Description" 				"每一层强度继承100%%%爸爸基础物理攻击"
"DOTA_Tooltip_ability_golemB_2"									"投掷石块"
"DOTA_Tooltip_ability_golemB_2_Description"						"向一个单位投掷石块，造成伤害与晕眩。"
"DOTA_Tooltip_ability_golemB_2_physical2physical"				"%伤害：物理攻击*"
"DOTA_Tooltip_ability_golemB_2_abilityduration"					"晕眩时间："
"DOTA_Tooltip_ability_golemB_3"									"崎岖外表"
"DOTA_Tooltip_ability_golemB_3_Description"						"泥沼傀儡拥有额外的物理防御，并且受到攻击时有几率缴械目标。"
"DOTA_Tooltip_ability_golemB_3_chance"							"%缴械几率："
"DOTA_Tooltip_ability_golemB_3_bonus_armor"						"额外物理防御："
"DOTA_Tooltip_ability_golemB_3_abilityduration"					"缴械时间："
"DOTA_Tooltip_modifier_golemB_3"								"崎岖外表"
"DOTA_Tooltip_modifier_golemB_3_Description"				    "增加%dMODIFIER_PROPERTY_TOOLTIP%点物理防御，并且受到攻击时有几率缴械目标"

// 死灵怨魂
"DOTA_Tooltip_ability_ghost_1"									"极寒之触"
"DOTA_Tooltip_ability_ghost_1_Description"						"使一片区域的敌人受到寒冷诅咒，诅咒下的敌人受到攻击时会受到额外伤害。"
"DOTA_Tooltip_ability_ghost_1_radius"							"影响范围："
"DOTA_Tooltip_ability_ghost_1_magical2magical"					"%额外伤害：死灵怨魂魔法攻击*"
"DOTA_Tooltip_ability_ghost_1_abilityduration"					"持续时间："
"DOTA_Tooltip_ability_ghost_1_flInterval"						"触发间隔时间："
"DOTA_Tooltip_modifier_ghost_1_debuff"							"极寒之触"
"DOTA_Tooltip_modifier_ghost_1_debuff_Description"				"受到死灵怨魂的诅咒，被攻击时受到%dMODIFIER_PROPERTY_TOOLTIP%点额外魔法伤害"
"DOTA_Tooltip_ability_ghost_2"									"极度深寒"
"DOTA_Tooltip_ability_ghost_2_Description"						"受到极寒之触影响的敌人受到伤害时会被冻结，并且每次攻击对受到极寒之触影响的敌人造成的伤害都会增加。"
"DOTA_Tooltip_ability_ghost_2_bonus_damage_pct"					"%每次攻击额外伤害增加：极寒之触伤害*"
"DOTA_Tooltip_ability_ghost_2_max_stack"						"冻结层数："
"DOTA_Tooltip_ability_ghost_2_abilityduration"					"冰冻持续时间："
"DOTA_Tooltip_modifier_ghost_2_debuff"							"极度深寒"
"DOTA_Tooltip_modifier_ghost_2_debuff_Description"				"当前冰冻层数，每层受到极寒之触伤害提升%dMODIFIER_PROPERTY_TOOLTIP%%%"
"DOTA_Tooltip_ability_ghost_3"									"死灵超度"
"DOTA_Tooltip_ability_ghost_3_Description"						"任意单位死亡时，使场上的随机友方单位回复魔法值并重置技能冷却。"
"DOTA_Tooltip_ability_ghost_3_count"							"回复单位数量："
"DOTA_Tooltip_ability_ghost_3_Lore"						        "- 死亡的单位不分敌我"
"DOTA_Tooltip_modifier_ghost_3"									"死灵超度"
"DOTA_Tooltip_modifier_ghost_3_Description"						"回复魔法值并重置技能冷却"

// 虚空行者
"DOTA_Tooltip_ability_void_runner_1"							"虚空镜像"
"DOTA_Tooltip_ability_void_runner_1_Description"				"复制一个场上魔法值上限最多的友方单位，同时使自己与镜像开启虚空之力，每次攻击会消耗%mana_cost%%%魔法，每点消耗魔法值会造成魔法攻击力一定百分比的伤害。"
"DOTA_Tooltip_ability_void_runner_1_damage_per_mana"			"%每点魔法值伤害：魔法攻击*"
"DOTA_Tooltip_ability_void_runner_1_abilityduration"			"持续时间："
"DOTA_Tooltip_modifier_void_runner_1_buff"						"虚空镜像"
"DOTA_Tooltip_modifier_void_runner_1_buff_Description"			"开启虚空之力"
"DOTA_Tooltip_ability_void_runner_2"							"离子盾"
"DOTA_Tooltip_ability_void_runner_2_Description"				"自己与随机友军获得离子盾，对周围敌人造成伤害并提升魔法回复速度。"
"DOTA_Tooltip_ability_void_runner_2_magical2magical"			"%伤害：魔法攻击*"
"DOTA_Tooltip_ability_void_runner_2_mana_regen_pct"				"%魔法回复："
"DOTA_Tooltip_ability_void_runner_2_radius"						"影响范围："
"DOTA_Tooltip_ability_void_runner_2_abilityduration"			"持续时间："
"DOTA_Tooltip_modifier_void_runner_2_buff"						"离子盾"
"DOTA_Tooltip_modifier_void_runner_2_buff_Description"			"对周围敌人造成持续伤害并提升自身%dMODIFIER_PROPERTY_TOOLTIP%%%魔法回复速度"
"DOTA_Tooltip_ability_void_runner_3"							"真空"
"DOTA_Tooltip_ability_void_runner_3_Description"				"镜像生命值或魔法值为0时，造成魔法值一定百分比的伤害并将周围的单位拉向自身位置。"
"DOTA_Tooltip_ability_void_runner_3_radius"						"影响范围："
"DOTA_Tooltip_ability_void_runner_3_damage_per_mana"			"每点魔法值伤害："

// 不朽大帝
"DOTA_Tooltip_ability_skeleton_king_1"							"本命一击"
"DOTA_Tooltip_ability_skeleton_king_1_Description"				"不朽大帝消耗魔法值来造成攻击暴击，并召唤骷髅兵来战斗。骷髅兵没有碰撞体积并且继承本命一击，但是不会召唤骷髅兵。"
"DOTA_Tooltip_ability_skeleton_king_1_crit_damage"				"%暴击伤害："
"DOTA_Tooltip_ability_skeleton_king_1_duration"					"骷髅兵持续时间："
"DOTA_Tooltip_ability_skeleton_king_1_inherited_percent"		"%骷髅兵继承属性："
"DOTA_Tooltip_ability_skeleton_king_1_health_percent"			"%骷髅兵继承生命值："
"DOTA_Tooltip_ability_skeleton_king_1_count"					"召唤骷髅兵数量："
"DOTA_Tooltip_ability_skeleton_king_2"							"冥火爆击"
"DOTA_Tooltip_ability_skeleton_king_2_Description"				"不朽大帝向一个目标及其周围的敌人发射冥魂火球，造成即时伤害和眩晕，并持续对目标造成伤害。持续伤害期间不朽大帝与其召唤物攻击目标会获得攻击速度加成。"
"DOTA_Tooltip_ability_skeleton_king_2_blast_damage"				"%伤害：物理攻击*"
"DOTA_Tooltip_ability_skeleton_king_2_blast_stun_duration"		"眩晕时间："
"DOTA_Tooltip_ability_skeleton_king_2_blast_dot_duration"		"持续时间："
"DOTA_Tooltip_ability_skeleton_king_2_blast_slow"				"%移动速度减缓："
"DOTA_Tooltip_ability_skeleton_king_2_blast_dot_damage"			"%每秒持续伤害：物理攻击*"
"DOTA_Tooltip_ability_skeleton_king_2_bonus_attack_speed"		"攻击速度加成："
"DOTA_Tooltip_modifier_skeleton_king_2_debuff"					"冥火爆击"
"DOTA_Tooltip_modifier_skeleton_king_2_debuff_Description"		"受到持续伤害，不朽大帝和其召唤物攻击该单位攻击速度会加快"
"DOTA_Tooltip_modifier_skeleton_king_2_attack_speed"		    "冥火爆击"
"DOTA_Tooltip_modifier_skeleton_king_2_attack_speed_Description""攻击速度增加%dMODIFIER_PROPERTY_TOOLTIP%"
"DOTA_Tooltip_ability_skeleton_king_3"							"冥魂领域"
"DOTA_Tooltip_ability_skeleton_king_3_Description"				"不朽大帝开启冥魂领域使自己和其召唤物获得移动速度、物理攻击力加成和攻击吸血效果。期间不朽大帝移除碰撞体积。"
"DOTA_Tooltip_ability_skeleton_king_3_duration"					"持续时间："
"DOTA_Tooltip_ability_skeleton_king_3_bonus_move_speed"			"%移动速度加成："
"DOTA_Tooltip_ability_skeleton_king_3_bonus_attack_damage_pct"	"%物理攻击力加成："
"DOTA_Tooltip_ability_skeleton_king_3_lifesteal"				"%攻击吸血："
"DOTA_Tooltip_modifier_skeleton_king_3_buff"					"冥魂领域"
"DOTA_Tooltip_modifier_skeleton_king_3_buff_Description"		"移动速度增加%dMODIFIER_PROPERTY_TOOLTIP%%%，物理攻击提升%dMODIFIER_PROPERTY_TOOLTIP%%%并且获得%dMODIFIER_PROPERTY_TOOLTIP%%%攻击吸血效果"

// 幽冥上师
"DOTA_Tooltip_ability_pugna_1"									"幽冥爆轰"
"DOTA_Tooltip_ability_pugna_1_Description"						"释放一个爆炸性脉冲，对敌方单位造成伤害。"
"DOTA_Tooltip_ability_pugna_1_delay"							"爆轰延迟："
"DOTA_Tooltip_ability_pugna_1_radius"							"作用范围："
"DOTA_Tooltip_ability_pugna_1_blast_damage"						"%伤害：魔法攻击*"
"DOTA_Tooltip_ability_pugna_2"									"幽冥守卫"
"DOTA_Tooltip_ability_pugna_2_Description"						"在身旁放置一个幽冥守卫。当周围的友军释放技能时，幽冥守卫会对范围内随机一个敌人造成伤害。"
"DOTA_Tooltip_ability_pugna_2_damage"							"%伤害：魔法攻击*"
"DOTA_Tooltip_ability_pugna_2_radius"							"作用范围："
"DOTA_Tooltip_ability_pugna_2_abilityduration"					"持续时间："
"DOTA_Tooltip_ability_pugna_3"									"通灵体"
"DOTA_Tooltip_ability_pugna_3_Description"						"使自身及周围随机%extra_targets%个友军进入虚灵体状态，降低受到的物理伤害并且获得幽冥上师的魔法值相关的魔法攻击力加成。"
"DOTA_Tooltip_ability_pugna_3_physical_damage_reduction"		"%降低伤害："
"DOTA_Tooltip_ability_pugna_3_magical_attack_per_mana"			"魔法攻击力提升：最大魔法值*"
"DOTA_Tooltip_ability_pugna_3_abilityduration"					"持续时间："
"DOTA_Tooltip_modifier_pugna_3"									"通灵体"
"DOTA_Tooltip_modifier_pugna_3_Description"						"降低受到%dMODIFIER_PROPERTY_TOOLTIP%%%的物理伤害，魔法攻击增加%dMODIFIER_PROPERTY_TOOLTIP%点"

// 誓约守护者
"DOTA_Tooltip_ability_clinkz_1"									"契约"
"DOTA_Tooltip_ability_clinkz_1_Description"						"誓约守护者对吸取敌人生命，转化为物理攻击力加成和分裂箭能力。可以叠加，持续时间独立计算。"
"DOTA_Tooltip_ability_clinkz_1_damage"							"%伤害：物理攻击*"
"DOTA_Tooltip_ability_clinkz_1_bonus_attack_damage"				"物理攻击力加成："
"DOTA_Tooltip_ability_clinkz_1_arrow_count"						"分裂箭数量："
"DOTA_Tooltip_ability_clinkz_1_abilityduration"					"持续时间："
"DOTA_Tooltip_modifier_clinkz_1"								"契约"
"DOTA_Tooltip_modifier_clinkz_1_Description"					"提升%dMODIFIER_PROPERTY_TOOLTIP%点物理攻击力，攻击时额外分裂出%dMODIFIER_PROPERTY_TOOLTIP%支箭矢。"
"DOTA_Tooltip_ability_clinkz_2"									"守护者"
"DOTA_Tooltip_ability_clinkz_2_Description"						"当誓约守护者使用契约时同时在身旁召唤骷髅守护者。骷髅守护者继承誓约守护者的属性和誓约的分裂箭，并且拥有燃烧箭技能。"
"DOTA_Tooltip_ability_clinkz_2_inherited_percent"				"%继承属性："
"DOTA_Tooltip_ability_clinkz_2_count"							"召唤数量："
"DOTA_Tooltip_ability_clinkz_2_hits_to_kill"					"承受攻击次数："
"DOTA_Tooltip_ability_clinkz_2_abilityduration"					"持续时间："
"DOTA_Tooltip_ability_clinkz_3"									"燃烧箭"
"DOTA_Tooltip_ability_clinkz_3_Description"						"让契约守护者的箭矢带有火焰，造成更多伤害。"
"DOTA_Tooltip_ability_clinkz_3_damage"							"%额外伤害：物理攻击*"

// 骸骨战士
"DOTA_Tooltip_ability_skeleton_warrior_1"						"骨质增强"
"DOTA_Tooltip_ability_skeleton_warrior_1_Description"			"提升周围友军的最大生命值，持续到回合结束。可以叠加。"
"DOTA_Tooltip_ability_skeleton_warrior_1_bonus_max_health"		"最大生命值："
"DOTA_Tooltip_ability_skeleton_warrior_1_radius"				"作用范围："
"DOTA_Tooltip_modifier_skeleton_warrior_1"						"骨质增强"
"DOTA_Tooltip_modifier_skeleton_warrior_1_Description"			"提升%dMODIFIER_PROPERTY_TOOLTIP%点最大生命值"
"DOTA_Tooltip_ability_skeleton_warrior_2"						"重生仪式"
"DOTA_Tooltip_ability_skeleton_warrior_2_Description"			"死亡数秒后会重生，重生时还会随机复活一名阵亡的英雄，并且骸骨战士和被复活的英雄还会获得攻击速度加成。"
"DOTA_Tooltip_ability_skeleton_warrior_2_reincarnate_time"		"复活时间："
"DOTA_Tooltip_ability_skeleton_warrior_2_bonus_attack_speed"	"攻击速度加成："
"DOTA_Tooltip_ability_skeleton_warrior_2_duration"				"持续时间："
"DOTA_Tooltip_modifier_skeleton_warrior_2_buff"					"重生仪式"
"DOTA_Tooltip_modifier_skeleton_warrior_2_buff_Description"		"提升%dMODIFIER_PROPERTY_TOOLTIP%攻击速度"
"DOTA_Tooltip_ability_skeleton_warrior_3"						"死亡狂热"
"DOTA_Tooltip_ability_skeleton_warrior_3_Description"			"每次死亡会将自己的物理攻击力按一定比例继承给场上剩余的友军，持续到回合结束。"
"DOTA_Tooltip_ability_skeleton_warrior_3_inherited_attack_damage""%物理攻击力继承："
"DOTA_Tooltip_ability_skeleton_warrior_3_radius"				"作用范围："
"DOTA_Tooltip_modifier_skeleton_warrior_3_buff"					"重生仪式"
"DOTA_Tooltip_modifier_skeleton_warrior_3_buff_Description"		"提升%dMODIFIER_PROPERTY_TOOLTIP%点物理攻击力"
