"DOTA_Tooltip_modifier_star_indicator" 		"STAR"
"DOTA_Tooltip_ability_skeleton_king_2_Description"	" Skeleton King sears an enemy unit with spectral fire, dealing damage and stunning, then dealing damage over time and slowing the target, Skeleton king and his soilders gain attack speed during damage over time."
"DOTA_Tooltip_ability_skeleton_king_2_blast_damage"	""
"DOTA_Tooltip_ability_skeleton_king_2_blast_stun_duration"	"Stun Duration: "
"DOTA_Tooltip_ability_skeleton_king_2_blast_dot_duration"	"duration time"
"DOTA_Tooltip_ability_skeleton_king_2_blast_slow"	"%movement speed slow"
"DOTA_Tooltip_ability_skeleton_king_2_blast_dot_damage"	"buring damage per seconds: physical attack"
"DOTA_Tooltip_ability_skeleton_king_2_bonus_attack_speed"	"Attack speed bonus: "
"DOTA_Tooltip_modifier_skeleton_king_2_debuff"	"wraithfire blast"
"DOTA_Tooltip_modifier_skeleton_king_2_debuff_Description"	"Skeleton king and his soilders gain attack speed during damage over time."
"DOTA_Tooltip_modifier_skeleton_king_2_attack_speed"	"wraithfire blast"
"DOTA_Tooltip_modifier_skeleton_king_2_attack_speed_Description"	"Attack speed bonus increase %dMODIFIER_PROPERTY_TOOLTIP%"
"DOTA_Tooltip_ability_skeleton_king_3"	"Wraith Realm"
"DOTA_Tooltip_ability_skeleton_king_3_Description"	"Skeleton King summons wraith realm,  he and his summonings gain movement speed bonus, physical attack bonus and lifesteal effect. Skeleton king can move through units during realm."
"DOTA_Tooltip_ability_skeleton_king_3_duration"	"duration"
"DOTA_Tooltip_ability_skeleton_king_3_bonus_move_speed"	"%movement speed bonus"
"DOTA_Tooltip_ability_skeleton_king_3_bonus_attack_damage_pct"	"%Physical Attack Bonus: "
"DOTA_Tooltip_ability_skeleton_king_3_lifesteal"	"%Lifesteal: "
"DOTA_Tooltip_modifier_skeleton_king_3_buff"	"Wraith Realm"
"DOTA_Tooltip_modifier_skeleton_king_3_buff_Description"	"movement speed bonus %dMODIFIER_PROPERTY_TOOLTIP%%%  physical attack bonus %dMODIFIER_PROPERTY_TOOLTIP%%%  lifesteal effect %dMODIFIER_PROPERTY_TOOLTIP%%%"

//pugna
"DOTA_Tooltip_ability_pugna_1""Nether Blast"
"DOTA_Tooltip_ability_pugna_1_Description""An exploding pulse deals damage to enemies in the area."
"DOTA_Tooltip_ability_pugna_1_delay""Effect Delay"
"DOTA_Tooltip_ability_pugna_1_radius""Blast Radius"
"DOTA_Tooltip_ability_pugna_1_blast_damage""Cast Area:"
"DOTA_Tooltip_ability_pugna_2""%Damage: Magical Damage*"
"DOTA_Tooltip_ability_pugna_2_Description""Nether master places a Nether Ward near him, the ward deals damage to random enemy within range when nearby allies cast spells."
"DOTA_Tooltip_ability_pugna_2_damage""%Damage: Magical Damage*"
"DOTA_Tooltip_ability_pugna_2_radius""Cast Area:"
"DOTA_Tooltip_ability_pugna_2_abilityduration""duration"
"DOTA_Tooltip_ability_pugna_3""Psychic"
"DOTA_Tooltip_ability_pugna_3_Description""Cause random %extra_targets% allies and himself go into nether form, reduce incoming physical damage and gain nether master's mana related as bonus magical attack."
"DOTA_Tooltip_ability_pugna_3_physical_damage_reduction""$damage reduction"
"DOTA_Tooltip_ability_pugna_3_magical_attack_per_mana""magical attack bonus: max mana*"
"DOTA_Tooltip_ability_pugna_3_abilityduration""duration time"
"DOTA_Tooltip_modifier_pugna_3""Psychic"
"DOTA_Tooltip_modifier_pugna_3_Description""reduce incoming physical damage%dMODIFIER_PROPERTY_TOOLTIP%%%, magical damage bonus %dMODIFIER_PROPERTY_TOOLTIP%%%"
//clinkz
"DOTA_Tooltip_ability_clinkz_1""Oath"
"DOTA_Tooltip_ability_clinkz_1_Description""Oath keeper sucks enemy health and turn into physical attack bonus and muti-shots. Stackable,duration last indepdently "
"DOTA_Tooltip_ability_clinkz_1_damage""%Damage: Physical Attack*"
"DOTA_Tooltip_ability_clinkz_1_bonus_attack_damage""physcial attack bonus"
"DOTA_Tooltip_ability_clinkz_1_arrow_count""muti-shot count:"
"DOTA_Tooltip_ability_clinkz_1_abilityduration""duration"
"DOTA_Tooltip_modifier_clinkz_1""oath "
"DOTA_Tooltip_modifier_clinkz_1_Description""increase physical attack %dMODIFIER_PROPERTY_TOOLTIP%%%, muti shot %dMODIFIER_PROPERTY_TOOLTIP%%% target when attack"
"DOTA_Tooltip_ability_clinkz_2""Keeper"
"DOTA_Tooltip_ability_clinkz_2_Description""Oath Keeper summons skeleton guardians while casting oath. Skeleton guardians Inherent oath keeper stats and oath's muti-shots, uses fire arrows."
"DOTA_Tooltip_ability_clinkz_2_inherited_percent""%Inherent Stats"
"DOTA_Tooltip_ability_clinkz_2_count""Summoning number:"
"DOTA_Tooltip_ability_clinkz_2_hits_to_kill""Attack to destory"
"DOTA_Tooltip_ability_clinkz_2_abilityduration""duration time"
"DOTA_Tooltip_ability_clinkz_3""Searing Arrows"
"DOTA_Tooltip_ability_clinkz_3_Description""Oath Keeper's arrow empower with fire, deal more damage"
"DOTA_Tooltip_ability_clinkz_3_damage""%Extra Damage: Physical*"
//skeleton_warrior
"DOTA_Tooltip_ability_skeleton_warrior_1""Bone enhancement"
"DOTA_Tooltip_ability_skeleton_warrior_1_Description""Increase max health for surrouding ally, last until rounds ends. Stackable"
"DOTA_Tooltip_ability_skeleton_warrior_1_bonus_max_health""Max health"
"DOTA_Tooltip_ability_skeleton_warrior_1_radius""Cast Area:"
"DOTA_Tooltip_modifier_skeleton_warrior_1""Bone enhancement"
"DOTA_Tooltip_modifier_skeleton_warrior_1_Description""Increase %dMODIFIER_PROPERTY_TOOLTIP% max health "
"DOTA_Tooltip_ability_skeleton_warrior_2""Reborn"
"DOTA_Tooltip_ability_skeleton_warrior_2_Description""Reborn after death within seconds, also random revive a ramdom fallen hero. Revived hero and skeleton warrior gain attack speed bonus."
"DOTA_Tooltip_ability_skeleton_warrior_2_reincarnate_time""Reborn time"
"DOTA_Tooltip_ability_skeleton_warrior_2_bonus_attack_speed""Attack speed bonus："
"DOTA_Tooltip_ability_skeleton_warrior_2_duration""duration"
"DOTA_Tooltip_modifier_skeleton_warrior_2_buff""Reborn"
"DOTA_Tooltip_modifier_skeleton_warrior_2_buff_Description""Increase %dMODIFIER_PROPERTY_TOOLTIP% attack speed"
"DOTA_Tooltip_ability_skeleton_warrior_3""Death fanaticism"
"DOTA_Tooltip_ability_skeleton_warrior_3_Description""Every death would propotionlly share his physical attack among rest of ally, last unti round ends."
"DOTA_Tooltip_ability_skeleton_warrior_3_inherited_attack_damage""%physical Attack Inherent: "
"DOTA_Tooltip_ability_skeleton_warrior_3_radius""Cast Area:"
"DOTA_Tooltip_modifier_skeleton_warrior_3_buff""Reborn"
"DOTA_Tooltip_modifier_skeleton_warrior_3_buff_Description""Increase %dMODIFIER_PROPERTY_TOOLTIP% physical attack"
