"lang"
{
	"Language"	"English"
	"Tokens"
	{
		"BOSS_1"	"Undead Knight"
		"DOTA_Tooltip_ability_item_zljcjn_txpsh3_Description"	"Quality: <font color=\"#fff\">white item</font>\nSkill type: Active\ncalls countless flames, which will cause devastating blows to enemies in the battle every second, causing Magical damage related to intelligence, and stun enemies"
		"DOTA_Tooltip_ability_item_zljcjn_yxzh1"	"Fire of Demons"
		"DOTA_Tooltip_ability_item_zljcjn_yxzh1_Description"	"Quality: <font color=\"#fff\">White Item</font>\nSkill Type: Active\nRelease a flame to cause intelligence-related magic damage to a straight line of enemies."
		"DOTA_Tooltip_ability_item_zljcjn_zlsw1"	"Healing Guard"
		"DOTA_Tooltip_ability_item_zljcjn_zygb1"	"Healing Lightwave"
		"DOTA_Tooltip_ability_item_zljcjn_zygb1_Description"	"Quality: <font color=\"#fff\">White Product</font>\nSkill Type: Passive\nEvery interval of time, a healing light wave is released to a nearby unit to restore the target’s HP , The healing coefficient is linked to intelligence."
		"DOTA_Tooltip_ability_item_zswq_1"	"Level 1 Heart of Energy"
		"DOTA_Tooltip_ability_item_zswq_1_Description"	"<h1>Active: Summon BOSS</h1> Spend 1000 gold to summon the equipment BOSS. After killing, upgrade the equipment\nIf the attack hits the enemy, there is a certain probability that a starburst will be triggered, and it will cause a starburst within %radius% %i%*The ​​damage of the main attribute\n\nWhen the attack hits the enemy, there is a certain probability that it will cause %bj%% to the target enemy. *The critical strike damage of the attack power\n\nThe attack hits the enemy and the damage is restored to %xx%% of the life. value"
		"DOTA_Tooltip_ability_item_zswq_1_Lore"	"<font color=\"#337ab7\">This type of equipment can only carry one piece at most</font>"
		"DOTA_Tooltip_ability_item_zswq_1_attack_speed"	"+Attack speed"
		"DOTA_Tooltip_ability_item_zswq_1_bgjhx"	"+Recover HP from being attacked"
		"DOTA_Tooltip_ability_item_zswq_1_damage"	"+Attack power"
		"DOTA_Tooltip_ability_item_zswq_1_fy"	"+Armor"
		"DOTA_Tooltip_ability_item_zswq_1_smhf"	"+HP Regeneration"
		"DOTA_Tooltip_ability_item_zswq_1_xl"	"+HP"
		"DOTA_Tooltip_ability_item_zswq_1_zjsy"	"+Movement speed"
		"DOTA_Tooltip_ability_item_zswq_1_zsx"	"+Main attribute"
		"DOTA_Tooltip_ability_item_zswq_2"	"Level 2 Heart of Energy"
		"DOTA_Tooltip_ability_item_zswq_2_Description"	"<h1>Active: Summon BOSS</h1> Spend 5000 gold to summon the equipment BOSS. After killing, upgrade the equipment\nIf the attack hits the enemy, there is a certain probability to trigger a starburst, which will cause the enemy within %radius% yards. %i%*The ​​damage of the main attribute\n\nWhen the attack hits the enemy, there is a certain probability that it will cause %bj%% to the target enemy. *The critical strike damage of the attack power\n\nThe attack hits the enemy and the damage is restored to %xx%% of the life. value"
		"DOTA_Tooltip_ability_item_zswq_2_Lore"	"<font color=\"#337ab7\">This type of equipment can only carry one piece at most</font>"
		"DOTA_Tooltip_ability_item_zswq_2_attack_speed"	"+Attack speed"
		"DOTA_Tooltip_ability_item_zswq_2_bgjhx"	"+Recover HP from being attacked"
		"DOTA_Tooltip_ability_item_zswq_2_damage"	"+Attack power"
		"DOTA_Tooltip_ability_item_zswq_2_fy"	"+Armor"
		"DOTA_Tooltip_ability_item_zswq_2_smhf"	"+HP Regeneration"
		"DOTA_Tooltip_ability_item_zswq_2_xl"	"+HP"
		"DOTA_Tooltip_ability_item_zswq_2_zjsy"	"+Movement speed"
		"DOTA_Tooltip_ability_item_zswq_2_zsx"	"+Main attribute"
		"DOTA_Tooltip_ability_item_zswq_3"	"Level 3 Heart of Energy"
		"DOTA_Tooltip_ability_item_zswq_3_Description"	"<h1>Active: Summon BOSS</h1> Spend 15000 gold to summon equipment BOSS. After killing, the heart will be upgraded.\nIf an attack hits an enemy, there is a chance that a starburst will be triggered, which will cause a starburst within %radius% yards. %i%*The ​​damage of the main attribute\n\nWhen the attack hits the enemy, there is a certain probability that it will cause %bj%% to the target enemy. *The critical strike damage of the attack power\n\nThe attack hits the enemy and the damage is restored to %xx%% of the life. value"
		"DOTA_Tooltip_ability_item_zswq_3_Lore"	"<font color=\"#337ab7\">This type of equipment can only carry one piece at most</font>"
		"DOTA_Tooltip_ability_item_zswq_3_attack_speed"	"+Attack speed"
		"DOTA_Tooltip_ability_item_zswq_3_bgjhx"	"+Recover HP from being attacked"
		"DOTA_Tooltip_ability_item_zswq_3_damage"	"+Attack power"
		"DOTA_Tooltip_ability_item_zswq_3_fy"	"+Armor"
		"DOTA_Tooltip_ability_item_zswq_3_mfkx"	"+Magic Resistance"
		"DOTA_Tooltip_ability_item_zswq_3_smhf"	"+HP Regeneration"
		"DOTA_Tooltip_ability_item_zswq_3_xl"	"+HP"
		"DOTA_Tooltip_ability_item_zswq_3_zjsy"	"+Movement speed"
		"DOTA_Tooltip_ability_item_zswq_3_zsx"	"+Main attribute"
		"DOTA_Tooltip_ability_item_zswq_4"	"Level 4 Heart of Energy"
		"DOTA_Tooltip_ability_item_zswq_4_Description"	"<h1>Active: Summon BOSS</h1> Spend 50,000 gold to summon equipment BOSS. After killing, upgrade the equipment\nIf an attack hits an enemy, there is a certain probability that a starburst will be triggered, and it will cause a starburst within %radius% yards. %i%*Main attribute damage\n\nWhen an attack hits an enemy, there is a certain probability that it will cause %bj%% to the target enemy. value"
		"DOTA_Tooltip_ability_item_zswq_4_Lore"	"<font color=\"#337ab7\">This type of equipment can only carry one piece at most</font>"
		"DOTA_Tooltip_ability_item_zswq_4_attack_speed"	"+Attack speed"
		"DOTA_Tooltip_ability_item_zswq_4_bgjhx"	"+Recover HP from being attacked"
		"DOTA_Tooltip_ability_item_zswq_4_damage"	"+Attack power"
		"DOTA_Tooltip_ability_item_zswq_4_fy"	"+Armor"
		"DOTA_Tooltip_ability_item_zswq_4_mfkx"	"%+Magic Resistance"
		"DOTA_Tooltip_ability_item_zswq_4_smhf"	"+HP Regeneration"
		"DOTA_Tooltip_ability_item_zswq_4_xl"	"+HP"
		"DOTA_Tooltip_ability_item_zswq_4_zjsy"	"+Movement speed"
		"DOTA_Tooltip_ability_item_zswq_4_zsx"	"+Main attribute"
		"DOTA_Tooltip_ability_item_zswq_5"	"Level 5 Heart of Energy"
		"DOTA_Tooltip_ability_item_zswq_5_Description"	"<h1>Active: Summon BOSS</h1> Spend 100k gold to summon the equipment BOSS. After killing, upgrade the equipment\nIf an attack hits an enemy, there is a certain probability that a starburst will be triggered, and it will cause a starburst within %radius% %i%*The ​​damage of the main attribute\n\nWhen the attack hits the enemy, there is a certain probability that it will cause %bj%% to the target enemy. *The critical strike damage of the attack power\n\nThe attack hits the enemy and the damage is restored to %xx%% of the life. value"
		"DOTA_Tooltip_ability_item_zswq_5_Lore"	"<font color=\"#337ab7\">This type of equipment can only carry one piece at most</font>"
		"DOTA_Tooltip_ability_item_zswq_5_attack_speed"	"+Attack speed"
		"DOTA_Tooltip_ability_item_zswq_5_bgjhx"	"+Recover HP from being attacked"
		"DOTA_Tooltip_ability_item_zswq_5_damage"	"+Attack power"
		"DOTA_Tooltip_ability_item_zswq_5_fy"	"+Armor"
		"DOTA_Tooltip_ability_item_zswq_5_mfkx"	"%+Magic Resistance"
		"DOTA_Tooltip_ability_item_zswq_5_smhf"	"+HP Regeneration"
		"DOTA_Tooltip_ability_item_zswq_5_xl"	"+HP"
		"DOTA_Tooltip_ability_item_zswq_5_zjsy"	"+Movement speed"
		"DOTA_Tooltip_ability_item_zswq_5_zsx"	"+Main attribute"
		"DOTA_Tooltip_ability_item_zswq_6"	"Level 6 Heart of Energy"
		"DOTA_Tooltip_ability_item_zswq_6_Description"	"<h1>Active: Summon BOSS</h1> Spend 200k gold to summon the equipment BOSS. After killing, upgrade the equipment\nIf the attack hits the enemy, there is a certain probability to trigger a starburst, which will cause a starburst within %radius% yards %i%*The ​​damage of the main attribute\n\nWhen the attack hits the enemy, there is a certain probability that it will cause %bj%% to the target enemy. *The critical strike damage of the attack power\n\nThe attack hits the enemy and the damage is restored to %xx%% of the life. value"
		"DOTA_Tooltip_ability_item_zswq_6_Lore"	"<font color=\"#337ab7\">This type of equipment can only carry one piece at most</font>"
		"DOTA_Tooltip_ability_item_zswq_6_attack_speed"	"+Attack speed"
		"DOTA_Tooltip_ability_item_zswq_6_bgjhx"	"+Recover HP from being attacked"
		"DOTA_Tooltip_ability_item_zswq_6_damage"	"+Attack power"
		"DOTA_Tooltip_ability_item_zswq_6_fy"	"+Armor"
		"DOTA_Tooltip_ability_item_zswq_6_mfkx"	"%+Magic Resistance"
		"DOTA_Tooltip_ability_item_zswq_6_smhf"	"+HP Regeneration"
		"DOTA_Tooltip_ability_item_zswq_6_xl"	"+HP"
		"DOTA_Tooltip_ability_item_zswq_6_zjsy"	"+Movement speed"
		"DOTA_Tooltip_ability_item_zswq_6_zsx"	"+Main attribute"
		"DOTA_Tooltip_ability_item_zswq_7"	"Level 7 Heart of Energy"
		"DOTA_Tooltip_ability_item_zswq_7_Description"	"<h1>Active: Summon BOSS</h1> Spend 400k gold to summon the equipment BOSS. After killing, upgrade the equipment\nIf an attack hits an enemy, there is a certain probability that a starburst will be triggered, which will cause a starburst within %radius% yards. %i%*Main attribute damage\n\nWhen an attack hits an enemy, there is a certain probability that it will cause %bj%% to the target enemy. value"
		"DOTA_Tooltip_ability_item_zswq_7_Lore"	"<font color=\"#337ab7\">This type of equipment can only carry one piece at most</font>"
		"DOTA_Tooltip_ability_item_zswq_7_attack_speed"	"+Attack speed"
		"DOTA_Tooltip_ability_item_zswq_7_bgjhx"	"+Recover HP from being attacked"
		"DOTA_Tooltip_ability_item_zswq_7_damage"	"+Attack power"
		"DOTA_Tooltip_ability_item_zswq_7_fy"	"+Armor"
		"DOTA_Tooltip_ability_item_zswq_7_mfkx"	"%+Magic Resistance"
		"DOTA_Tooltip_ability_item_zswq_7_smhf"	"+HP Regeneration"
		"DOTA_Tooltip_ability_item_zswq_7_xl"	"+HP"
		"DOTA_Tooltip_ability_item_zswq_7_zjsy"	"+Movement speed"
		"DOTA_Tooltip_ability_item_zswq_7_zsx"	"+Main attribute"
		"DOTA_Tooltip_ability_item_zswq_8"	"Level 8 Heart of Energy"
		"DOTA_Tooltip_ability_item_zswq_8_Description"	"<h1>Active: Summon BOSS</h1> Spend 800k gold to summon the equipment BOSS. After killing, upgrade the equipment\nIf an attack hits an enemy, there is a certain probability that a starburst will be triggered, and it will cause a starburst within %radius% yards. %i%*Main attribute damage\n\nWhen an attack hits an enemy, there is a certain probability that it will cause %bj%% to the target enemy. value"
		"DOTA_Tooltip_ability_item_zswq_8_Lore"	"<font color=\"#337ab7\">This type of equipment can only carry one piece at most</font>"
		"DOTA_Tooltip_ability_item_zswq_8_attack_speed"	"+Attack speed"
		"DOTA_Tooltip_ability_item_zswq_8_bgjhx"	"+Recover HP from being attacked"
		"DOTA_Tooltip_ability_item_zswq_8_damage"	"+Attack power"
		"DOTA_Tooltip_ability_item_zswq_8_fy"	"+Armor"
		"DOTA_Tooltip_ability_item_zswq_8_mfkx"	"%+Magic Resistance"
		"DOTA_Tooltip_ability_item_zswq_8_smhf"	"+HP Regeneration"
		"DOTA_Tooltip_ability_item_zswq_8_xl"	"+HP"
		"DOTA_Tooltip_ability_item_zswq_8_zjsy"	"+Movement speed"
		"DOTA_Tooltip_ability_item_zswq_8_zsx"	"+Main attribute"
		"DOTA_Tooltip_ability_item_zswq_9"	"Level 9 Heart of Energy"
		"DOTA_Tooltip_ability_item_zswq_9_Description"	"<h1>Active: Summon BOSS</h1> Spend 1.6mil gold to summon equipment BOSS. After killing, upgrade equipment\nIf an attack hits an enemy, there is a certain probability that a starburst will be triggered, which will cause a starburst within %radius% yards. %i%*Main attribute damage\n\nWhen an attack hits an enemy, there is a certain probability that it will cause %bj%% to the target enemy. value"
		"DOTA_Tooltip_ability_item_zswq_9_Lore"	"<font color=\"#337ab7\">This type of equipment can only carry one piece at most</font>"
		"DOTA_Tooltip_ability_item_zswq_9_attack_speed"	"+Attack speed"
		"DOTA_Tooltip_ability_item_zswq_9_bgjhx"	"+Recover HP from being attacked"
		"DOTA_Tooltip_ability_item_zswq_9_damage"	"+Attack power"
		"DOTA_Tooltip_ability_item_zswq_9_fy"	"+Armor"
		"DOTA_Tooltip_ability_item_zswq_9_mfkx"	"%+Magic Resistance"
		"DOTA_Tooltip_ability_item_zswq_9_smhf"	"+HP Regeneration"
		"DOTA_Tooltip_ability_item_zswq_9_xl"	"+HP"
		"DOTA_Tooltip_ability_item_zswq_9_zjsy"	"+Movement speed"
		"DOTA_Tooltip_ability_item_zswq_9_zsx"	"+Main attribute"
		"DOTA_Tooltip_ability_item_zswq_10"	"Level 10 Heart of Energy"
		"DOTA_Tooltip_ability_item_zswq_10_Description"	"<h1>Active: Summon BOSS</h1> (Requirement: Level 11 Heart of Energy Certificate)<br>Spend 3.2mil gold, summon equipment BOSS, upgrade equipment after killing<br>(Dragon Knight can Ignore the prerequisites and spend 160W gold to summon the boss)\n\nWhen the attack hits the enemy, there is a certain probability that a starburst will be triggered, causing %i%* main attribute damage to the enemy within %radius% yards\n\nWhen the attack hits the enemy There is a certain probability to cause %bj%% *attack critical damage to the target enemy.\n\nAttack hits the enemy to restore the damage caused by %xx%% of the health value"
		"DOTA_Tooltip_ability_item_zswq_10_Lore"	"<font color=\"#337ab7\">This type of equipment can only carry one piece at most</font>"
		"DOTA_Tooltip_ability_item_zswq_10_attack_speed"	"+Attack speed"
		"DOTA_Tooltip_ability_item_zswq_10_bgjhx"	"+Recover HP from being attacked"
		"DOTA_Tooltip_ability_item_zswq_10_damage"	"+Attack power"
		"DOTA_Tooltip_ability_item_zswq_10_fy"	"+Armor"
		"DOTA_Tooltip_ability_item_zswq_10_mfkx"	"%+Magic Resistance"
		"DOTA_Tooltip_ability_item_zswq_10_smhf"	"+HP Regeneration"
		"DOTA_Tooltip_ability_item_zswq_10_xl"	"+HP"
		"DOTA_Tooltip_ability_item_zswq_10_zjsy"	"+Movement speed"
		"DOTA_Tooltip_ability_item_zswq_10_zsx"	"+Main attribute"
		"DOTA_Tooltip_ability_jiqizhiming"	"Extremely fatal"
		"DOTA_Tooltip_ability_jyg_1"	"Mana Damage"
		"DOTA_Tooltip_ability_jyg_1_Description"	"Each attack reduces the target's current mana by 5%% and causes twice the physical damage"
		"DOTA_Tooltip_ability_jyg_2"	"Ice Force"
		"DOTA_Tooltip_ability_jyg_2_Description"	"The attack comes with a breath of ice, reducing the speed of the target"
		"DOTA_Tooltip_ability_jyg_2_duration"	"Duration"
		"DOTA_Tooltip_ability_jyg_2_movereduce"	"-moving speed"
		"DOTA_Tooltip_ability_jyg_2_reduce_speed"	"-attack speed"
		"DOTA_Tooltip_ability_jyg_3"	"Blood is boiling"
		"DOTA_Tooltip_ability_jyg_3_Description"	"Increase the movement speed of nearby allies"
		"DOTA_Tooltip_ability_jyg_3_movespeed"	"+movement speed"
		"DOTA_Tooltip_ability_jyg_3_radius"	"Range of influence"
		"DOTA_Tooltip_ability_jyg_4"	"Encouragement"
		"DOTA_Tooltip_ability_jyg_4_Description"	"Increase the attack speed of nearby allies"
		"DOTA_Tooltip_ability_jyg_5"	"Blood is boiling"
		"DOTA_Tooltip_ability_jyg_5_Description"	"Increase the life regeneration and movement speed of nearby allies"
		"DOTA_Tooltip_ability_jyg_5_radius"	"Scope of Action"
		"DOTA_Tooltip_ability_jyg_5_smhf"	"+% life recovery"
		"DOTA_Tooltip_ability_jyg_5_zjys"	"+% movement speed"
		"DOTA_Tooltip_ability_jyg_6"	"Fighting Focus"
		"DOTA_Tooltip_ability_jyg_6_Description"	"Increase the attack power of nearby allies"
		"DOTA_Tooltip_ability_jyg_6_radius"	"Scope of Action"
		"DOTA_Tooltip_ability_jyg_6_zjgj"	"+% attack power"
		"DOTA_Tooltip_ability_jyg_7"	"Hard Aura"
		"DOTA_Tooltip_ability_jyg_8"	"Aura of Deterrence"
		"DOTA_Tooltip_ability_jyg_8_Description"	"Reduce the attack speed and movement speed of nearby enemy units"
		"DOTA_Tooltip_ability_jyg_8_gsjs"	"-attack speed"
		"DOTA_Tooltip_ability_jyg_8_radius"	"Affected Area"
		"DOTA_Tooltip_ability_jyg_8_ysjs"	"-Movement speed"
		"DOTA_Tooltip_ability_jyg_9"	"Yellow Mud Aura"
		"DOTA_Tooltip_ability_jyg_9_Description"	"Increases the magic resistance of nearby allies, double the effect on themselves"
		"DOTA_Tooltip_ability_jyg_9_radius"	"Scope of Action"
		"DOTA_Tooltip_ability_jyg_9_zjmk"	"+Magic Resistance"
		"DOTA_Tooltip_ability_jyg_10"	"Sharp Claw"
		"DOTA_Tooltip_ability_jyg_10_Description"	"A hit on the attack will destroy the target's armor"
		"DOTA_Tooltip_ability_jyg_10_jshj"	"-Armor"
		"DOTA_Tooltip_ability_jyg_10_reduce"	"Duration"
		"DOTA_Tooltip_ability_kjn_1"	"Empty Skill"
		"DOTA_Tooltip_ability_kjn_1_bouns"	"Attack power+"
		"DOTA_Tooltip_ability_kjn_2"	"Empty Skill"
		"DOTA_Tooltip_ability_kjn_3"	"Empty Skill"
		"DOTA_Tooltip_ability_kjn_4"	"Empty Skill"
		"DOTA_Tooltip_ability_kjn_5"	"Empty Skill"
		"DOTA_Tooltip_ability_kjn_6"	"Empty Skill"
		"DOTA_Tooltip_ability_leifa"	"Thunder Punishment"
		"DOTA_Tooltip_ability_leifa_Description"	"Every period of time, there is a 50% probability of causing a lightning strike to enemies within 2000 yards"
		"DOTA_Tooltip_ability_lljcjn_czss1"	"Quill Spray"
		"DOTA_Tooltip_ability_lljcjn_czss1_Description"	"Sprays enemy units with quills dealing Strength*%i% physical damage in an area of effect.<br>Deals bonus damage for every time a unit was hit by Quill Spray in the last %duration% seconds.<br><br>----------------------------<br>Quality: Elementary<br>"
		"DOTA_Tooltip_ability_lljcjn_czss1_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_lljcjn_czss1_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_lljcjn_czss1_i"	"Initial Damage"
		"DOTA_Tooltip_ability_lljcjn_czss1_max"	"Maximum Damage"
		"DOTA_Tooltip_ability_lljcjn_czss1_radius"	"Damage Radius"
		"DOTA_Tooltip_ability_lljcjn_czss1_sh"	"Bonus Damage"
		"DOTA_Tooltip_ability_lljcjn_fjlx1"	"Counter Helix"
		"DOTA_Tooltip_ability_lljcjn_fjlx1_Description"	"When attacked, the hero has a %trigger_chance%%% probability to make a spiral counterattack, causing all nearby enemy units to cause physical damage of strength*%i%.<br><br>------ ----------------------<br>Quality: Elementary<br>"
		"DOTA_Tooltip_ability_lljcjn_fjlx1_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
